color,size,category,brand,initial_price,reviews_count,rating,in_stock,final_price
Multicolor,Picture Color (accessories Sent Randomly),Fittings DIY & Tools,SHEIN,6.1,0,0,True,5.8
Multicolor,Pink,Bag Charms,SHEIN,2.4,0,0,True,2.2
Black,30 inch,Cosplay Wigs,SHEIN,13.6,0,0,True,11.48
Green,one-size,Cat Trees & Condos,SHEIN,115.6,0,0,True,115.6
HAPPY TURKEY LUXE,6,Plus Size Bikini Tops,SHEIN,68.0,0,0,True,28.66
Dusty Pink,one-size,Women Dangle Earrings,ROMWE,1.6,0,0,True,1.6
Multicolor,30pcs,Temporary Tattoos,SHEIN,1.9,0,0,True,1.7
,Black,Men Fashion Glasses,SHEIN,4.8,0,0,True,4.6
,one-size,Women Anklets,SHEIN,4.2,0,0,True,3.07
Multicolor,one-size,Fishing Accessories,Unbeatablesale,376.79,0,0,True,376.79
Light Grey,one-size,Hanging Organizers,SHEIN,35.99,0,0,True,30.99
Purple,one-size,Dispensing Bottles & Storage Bottles,Unbeatablesale,11.3,0,0,True,11.3
,one-size,Women Quartz Watches,SHEIN,3.1,0,0,True,3.1
Black,one-size,Women Dangle Earrings,ROMWE,1.6,0,0,True,0.96
Rose Red,22x22x3 Inch,Outdoor Pillows & Cushions,SHEIN,64.7,0,0,True,46.6
,10 Pieces,Shoes Accessories,SHEIN,2.2,0,0,True,1.1
Red,600LED,String Lights,SHEIN,39.99,0,0,True,35.99
Multicolor,1 Keychain,Key Holder & Keychain Organizers,SHEIN,2.9,0,0,True,2.9
Multicolor,A Yellow Coconut Wood Color,Wall Paper,SHEIN,5.7,0,0,True,2.85
Black,one-size,Decorative Letters & Numbers,SHEIN,12.9,0,0,True,12.5
Multicolor,one-size,Women Dangle Earrings,ROMWE,1.5,0,0,True,1.0
Black,one-size,Women Tote Bags,SHEIN,8.0,0,0,True,6.0
,one-size,Kids Watches,SHEIN,2.4,0,0,True,2.0
Black,one-size,Multifunctional Storage Bags,SHEIN,2.7,0,0,True,2.55
Black & Red,"17""L x 10""W x 11.5""H",Pet Hard-Sided Carriers,SHEIN,35.99,0,0,True,25.99
Multicolor,one-size,Disposable Napkins,SHEIN,3.2,0,0,True,3.1
Rose Gold,1TB,Laptops,SHEIN,456.2,0,0,True,319.3
White,one-size,Women Jewelry Sets,SHEIN,2.4,0,0,True,2.4
Pink,one-size,Women Dangle Earrings,ROMWE,1.6,0,0,True,1.6
Multicolor,20pcs,Artificial Plants,SHEIN,2.4,0,0,True,2.3
Brown,one-size,Decorative Letters & Numbers,SHEIN,17.1,0,0,True,13.17
White,one-size,Flower Pots & Planters,SHEIN,83.3,0,0,True,60.2
Violet Purple,one-size,Women Dangle Earrings,ROMWE,1.6,0,0,True,0.96
Multicolor,one-size,Sockets,Unbeatablesale,30.45,0,0,True,30.45
Multicolor,1 Set/4pcs,Erasers,SHEIN,2.4,0,0,True,2.4
Mint Green,one-size,Other Storage,SHEIN,2.6,0,0,True,2.5
Black,one-size,Cable Storage,SHEIN,2.6,0,0,True,2.56
White,Set Of Wood Cleaner (100g),Wall Mending Agent & Caulk,SHEIN,3.8,0,0,True,3.8
Coral Pink,one-size,Women Dangle Earrings,ROMWE,1.6,0,0,True,1.6
Black,300ML,Other Kitchen Tools,SHEIN,3.6,0,0,True,3.37
Pink,one-size,Patches,SHEIN,4.4,0,0,True,4.2
Multicolor,4-piece Set - Apricot Pink Green Blue,Dinner Plate,SHEIN,12.5,0,0,True,12.0
Lick Itself,My Oven,Oven Mitts & Oven Sleeves,SHEIN,15.99,0,0,True,13.99
Black,one-size,Other Surf Supplies,SHEIN,8.0,0,0,True,7.0
"Black, White, Red and Yellow",Height 36cm,Plush & Stuffed Collections for Teenager,SHEIN,26.4,0,0,True,26.4
Multicolor,Anti-slip Stickers,Clothing Anti-Slip Accessories,SHEIN,1.2,0,0,True,1.2
,Pink,Curling Tongs & Curling Wands,SHEIN,76.5,0,0,True,51.4
Multicolor,one-size,Labeling Supplies,Unbeatablesale,11.92,0,0,True,11.92
Red,one-size,Wall Mounted Mirrors,Unbeatablesale,52.93,0,0,True,52.93
Black,one-size,Network Cards,SHEIN,4.5,0,0,True,4.28
Hot Pink,one-size,Women Dangle Earrings,ROMWE,1.6,0,0,True,1.6
Blue,one-size,Women Dangle Earrings,ROMWE,1.6,0,0,True,1.6
Khaki,one-size,Women Tote Bags,SHEIN,8.4,0,0,True,7.9
Purple,one-size,Women Dangle Earrings,ROMWE,1.6,0,0,True,1.6
Multicolor,one-size,Wall Decoration,Unbeatablesale,25.09,0,0,True,25.09
As the Picture0,10 Pcs,Jewelry Gift Packaging,SHEIN,6.6,0,0,True,6.4
Yellow Grid,Butterfly Wormwood,Trash Bags,SHEIN,2.5,0,0,True,2.34
Gold,one-size,Kids Dress-Up Accessories,SHEIN,4.9,0,0,True,4.1
White,one-size,Vases,SHEIN,215.44,0,0,True,149.61
Silver,one-size,Women Jewelry Sets,SHEIN,3.0,0,0,True,3.0
Gold,one-size,Women Stud Earrings,SHEIN,3.5,0,0,True,3.26
,one-size,Women Earring Sets,SHEIN,1.9,0,0,True,1.62
Multicolor,Random 10pcs,Christmas Supplies,SHEIN,2.1,0,0,True,1.96
Khaki,one-size,Hair Clips,SHEIN,1.7,0,0,True,1.7
Multicolor,one-size,Sockets,Unbeatablesale,16.71,0,0,True,16.71
Multicolor,one-size,Sexy Lingerie Accessories,SHEIN,10.7,0,0,True,9.4
Baby Blue,24 inch,Synthetic Woven Wigs,SHEIN,14.6,0,0,True,12.7
Ombre,16 inch,Synthetic Woven Wigs,SHEIN,15.3,0,0,True,10.89
Royal Blue,one-size,Centerpieces,SHEIN,4.4,0,0,True,4.3
,one-size,Smart Watches,SHEIN,41.7,0,0,True,39.31
Multicolor,Volleyball Net Set,Volleyball Net System,SHEIN,67.3,0,0,True,59.3
Multicolor,one-size,Showerheads & Accessories,Unbeatablesale,12.74,0,0,True,12.74
Beige,1.2L,"Lunch Boxes & Insulated Lunch Boxes, Insulated Food Jar",SHEIN,19.1,0,0,True,18.4
Yellow,one-size,Baby Ringing Toys,SHEIN,8.9,0,0,True,5.96
Multicolor,1 Random Blind Box (with a Chance Of Hidden Items),Decorative Crafts,SHEIN,22.0,0,0,True,19.33
Beige,50*50,Cushion Cover,Jepeak,34.2,0,0,True,24.7
Gold,one-size,Decorative Hanging Ornaments,SHEIN,253.8,0,0,True,110.28
Brown,one-size,Door Molding & Trim,SHEIN,7.2,0,0,True,7.2
Multicolor,one-size,Keyrings & Keychains,Unbeatablesale,14.26,0,0,True,14.26
Multicolor,one-size,Other Tool Organizers,Unbeatablesale,35.06,0,0,True,35.06
Multicolor,one-size,Other Home Office Storage,SHEIN,23.98,0,0,True,16.79
Multicolor,one-size,Decorative Balloons,SHEIN,2.3,0,0,True,1.84
Multicolor,Women's Affirmation Card Set,Postcards,SHEIN,9.8,0,0,True,9.8
Pink,one-size,Lint Rollers & Brushes & Remover,SHEIN,5.2,0,0,True,3.28
Yellow,Water Drop Two Cut,Makeup Puffs & Sponges,SHEIN,5.0,0,0,True,4.3
Black,one-size,Women Crossbody,SHEIN,6.1,0,0,True,5.7
Black,iPhone 15 Pro Max,Stand Phone Case,SHEIN,13.9,0,0,True,9.5
Beige,one-size,Women Crossbody,SHEIN,5.4,0,0,True,5.1
Black,22 inch,Synthetic Lace Wigs,SHEIN,77.2,0,0,True,46.32
Multicolor,one-size,Markers,Unbeatablesale,11.1,0,0,True,11.1
Spruce Green,50*50,Cushion Cover,Jepeak,36.4,0,0,True,26.2
Multicolor,Pearl Bicolor Flower,Keyrings & Keychains,SHEIN,1.8,0,0,True,1.7
Default,One Size,Moisturizers,Clarins,170.4,0,0,True,76.33
Gold,one-size,"Charms, Pendants & Chain Decorations",Unbeatablesale,52.84,0,0,True,52.84
Pink,L,Women Tights,SHEIN,2.3,0,0,True,1.8
Multicolor,one-size,Pet Hair Accessories,SHEIN,2.3,0,0,True,2.3
Terracotta Warriors Set,1set,Ribbons & Bows,SHEIN,3.3,0,0,True,3.2
Black,Galaxy S24 Ultra 5G,Stand Phone Case,SHEIN,12.7,0,0,True,8.6
Grey,one-size,Women Tote Bags,SHEIN,9.09,0,0,True,5.45
Khaki,one-size,Women Hat set,SHEIN,9.5,0,0,True,3.97
Black,one-size,Other Party Decorations,SHEIN,3.1,0,0,True,3.1
Dark Grey,17*16*2 inch,Outdoor Pillows & Cushions,SHEIN,60.2,0,0,True,43.3
Multicolor,one-size,Other Sports Accessories,Unbeatablesale,18.29,0,0,True,18.29
Multicolor,one-size,Fittings DIY & Tools,SHEIN,1.8,0,0,True,1.8
,Gold Frame Black Film,Women Fashion Glasses,SHEIN,4.5,0,0,True,4.3
Multicolor,one-size,Christmas Party Supplies,Unbeatablesale,23.82,0,0,True,23.82
Dark Green,70*80cm,Bean Bag Covers,SHEIN,13.2,0,0,True,13.2
Multicolor,one-size,Other Kids Early Development & Activity Toys,SHEIN,6.0,0,0,True,6.0
Green,40*50,Paint By Number & Accessories,SHEIN,6.1,0,0,True,5.9
Multicolor,5 Sheets (30 PCS),Christmas Party Supplies,SHEIN,1.5,0,0,True,1.19
Multicolor,one-size,Door Handles & Locks,Unbeatablesale,14.01,0,0,True,14.01
Multicolor,one-size,Decorative Painting Tools,Unbeatablesale,61.65,0,0,True,61.65
Gold,one-size,Women Braid Rings,SHEIN,1.7,0,0,True,1.7
Multicolor,10PCS,Craft Paper,SHEIN,5.2,0,0,True,5.0
Dark Green,USB Model,Power Tool Sets,SHEIN,26.3,0,0,True,26.3
Blue,one-size,Shoe Decorations,SHEIN,3.2,0,0,True,3.0
Ink-blue Colour,one-size,Beads,SHEIN,3.3,0,0,True,3.3
Multicolor,Random Style (1 Piece),Make Up Bags,SHEIN,3.7,0,0,True,3.5
,one-size,Men Quartz Watches,SHEIN,72.1,0,0,True,63.68
Bright,one-size,Women Dangle Earrings,ROMWE,1.6,0,0,True,1.6
Yellow Gold,one-size,Women Jewelry Sets,SHEIN,3.0,0,0,True,3.0
Baby Blue,one-size,Make Up Bags,SHEIN,2.6,0,0,True,2.5
Multicolor,Watercolor Painting Palette Set,Art Sets,SHEIN,11.1,0,0,True,10.26
Multicolor,one-size,Craft & Sewing Supplies Storage,SHEIN,32.2,0,0,True,23.3
Multicolor,15 Makeup Brushes + 24-piece Set,Brushes Sets,SHEIN,7.5,0,0,True,6.25
Multicolor,one-size,Hair Clips,SHEIN,5.9,0,0,True,5.6
Multicolor,one-size,Anchors,Unbeatablesale,32.14,0,0,True,32.14
Black,one-size,"Nintendo Switch Consoles, Games & Accessories",SHEIN,7.1,0,0,True,7.1
06 Black Blue Frame / 4 Blue Lens,Normal,Cycling Glasses,SHEIN,40.8,0,0,True,22.96
Multicolor,Heart and Star Mixed Bright Colors 20 Pcs,Hair Clips,SHEIN,2.7,0,0,True,2.21
Multicolor,1pc Blue Flower Rabbit,Chef Apron & Chef Hat,SHEIN,2.8,0,0,True,2.16
Multicolor,one-size,Lighting Fixture Chains,Unbeatablesale,63.85,0,0,True,63.85
Gold,one-size,Women Jewelry Sets,SHEIN,9.4,0,0,True,8.28
,Random Solid Color Mixing,Beads,SHEIN,2.6,0,0,True,2.6
Multicolor,one-size,Showerheads & Accessories,Unbeatablesale,12.3,0,0,True,12.3
Gold,one-size,Women Pendant Necklaces,Unbeatablesale,15.04,0,0,True,15.04
Multicolor,one-size,Toner Cartridge,Unbeatablesale,80.36,0,0,True,80.36
Yellow,one-size,Seasonal Wreaths & Garlands,SHEIN,29.8,0,0,True,25.34
Multicolor,45CM*100CM,Wall Paper,SHEIN,3.1,0,0,True,2.39
Multicolor,one-size,Women Crossbody,SHEIN,6.9,0,0,True,5.18
Clear,1800ml,Water Pots & Kettles,SHEIN,48.4,0,0,True,46.7
Multicolor,20pc,Garden Statues & Sculptures,SHEIN,3.3,0,0,True,3.2
Multicolor,SJ002-classic Lady,Kids Scrapbooking,SHEIN,6.0,0,0,True,5.88
Multicolor,32pcs,Festival Decor,SHEIN,1.9,0,0,True,1.8
Pink,one-size,Women Shoulder Bags,SHEIN,7.2,0,0,True,6.8
Multicolor,20pcs,Tool Parts,SHEIN,5.5,0,0,True,5.5
Grey,17*16*2 inch,Outdoor Pillows & Cushions,SHEIN,60.2,0,0,True,43.3
Hot Pink,one-size,Other Party Accessories,Unbeatablesale,28.7,0,0,True,28.7
Khaki,one-size,Women Hat set,SHEIN,11.8,0,0,True,8.25
Light Grey,70*80cm,Bean Bag Covers,SHEIN,13.4,0,0,True,13.4
Green,one-size,Garment Labels,Unbeatablesale,26.37,0,0,True,26.37
Multicolor,one-size,Women Bracelet Sets,SHEIN,11.0,0,0,True,10.72
Beige,50*50,Cushion Cover,Jepeak,22.6,0,0,True,16.3
Clear,10PCS,Luggage & Travel Bags,SHEIN,3.1,0,0,True,2.9
Black,one-size,Automobile Phone Cradles,SHEIN,5.1,0,0,True,5.1
Orange Color,Quantity,Protractors,SHEIN,3.8,0,0,True,3.8
Black,one-size,Women Shoulder Bags,SHEIN,7.4,0,0,True,5.55
,one-size,Smart Watches,SHEIN,30.5,0,0,True,15.25
Multicolor,one-size,Standard Leashes,Unbeatablesale,21.79,0,0,True,21.79
Black,one-size,Women Clutches,SHEIN,5.0,0,0,True,4.7
Walnut,70.87*15.75*33.46in,Television Stands & Entertainment Centers,SHEIN,349.9,0,0,True,248.4
Black,Flashlight-built-in Battery + Data Cable,Flashlights & Torches,SHEIN,27.2,0,0,True,27.2
Brown Ombre,32 inch,Synthetic Extensions,SHEIN,6.3,0,0,True,5.42
Multicolor,one-size,Other Party Accessories,Unbeatablesale,25.49,0,0,True,25.49
Multicolor,1y,Garment Decoration Excipients,SHEIN,1.4,0,0,True,1.4
White,one-size,Women Top Handle Bags,SHEIN,11.2,0,0,True,10.5
Black,one-size,Women Top Handle Bags,SHEIN,11.0,0,0,True,10.3
Purple,one-size,Umbrellas and Rain Hat Umbrellas,SHEIN,7.7,0,0,True,7.5
Beige,one-size,Makeup Bags,SHEIN,2.5,0,0,True,2.4
Yellow Gold,one-size,Women Jewelry Sets,SHEIN,2.4,0,0,True,2.4
Multicolor,A,Eyeglass Care,SHEIN,2.5,0,0,True,1.5
Multicolor,Tin Container Gift Box,Kids Vehicle Playsets,SHEIN,30.6,0,0,True,30.6
Multicolor,Skin Color 1Roll,Hand & Elbow & Arm Protectors,SHEIN,3.2,0,0,True,1.6
Pink,one-size,Candle Molds,SHEIN,3.5,0,0,True,3.3
White,one-size,Makeup Bags,SHEIN,2.8,0,0,True,2.7
Multicolor,3cm*10m,Kitchen Sewing Tools and Accessories,SHEIN,2.2,0,0,True,1.87
Multicolor,One-size,Window Valance,Unbeatablesale,32.42,0,0,True,32.42
Multicolor,one-size,Women Layered Necklaces,Unbeatablesale,15.16,0,0,True,15.16
Multicolor,one-size,Horse Grooming & Bathing Supplies,Unbeatablesale,60.84,0,0,True,60.84
Light Brown,Kangaroos and Their Babies,Kids Plush Animals,SHEIN,10.0,0,0,True,9.55
Dark Brown,26 inch,Synthetic Woven Wigs,SHEIN,15.5,0,0,True,13.6
Light Purple,58*58cm,Gift Wrap Paper,SHEIN,6.3,0,0,True,4.85
Purple,M,Bag Charms,ROMWE,2.9,0,0,True,2.7
Watermelon Pink,40 inch,Synthetic Weave,SHEIN,38.3,0,0,True,25.7
White,one-size,Other Party Accessories,Unbeatablesale,28.55,0,0,True,28.55
Black,one-size,Penis Rings,SHEIN,2.1,0,0,True,1.9
Beige+Light Coffee,45*45,Cushion Cover,Jepeak,21.4,0,0,True,15.4
Multicolor,Black,Women Glasses Sets,SHEIN,3.7,0,0,True,3.5
Dark Green,Galaxy S22,Stand Phone Case,SHEIN,10.1,0,0,True,6.9
Red,one-size,Car Replacement Parts,Unbeatablesale,55.88,0,0,True,55.88
Multicolor,one-size,Pet Health Care Tools,Unbeatablesale,16.88,0,0,True,16.88
White,one-size,Women Hat set,SHEIN,11.2,0,0,True,7.49
Style 1,one-size,Events Accessories,Disney,8.9,0,0,True,8.5
Multicolor,32K,Notebooks,SHEIN,7.1,0,0,True,7.1
Neutral Gray,2 pack,Chair Cushion,SHEIN,29.99,0,0,True,29.99
Black,25*30cm J,Other Hunting Equipment,SHEIN,46.9,0,0,True,41.4
Grey,15.9*10*9,Brush,SHEIN,4.8,0,0,True,4.8
Multicolor,one-size,Wrapping & Packaging,SHEIN,9.9,0,0,True,9.5
White,one-size,Hair Bands,SHEIN,1.8,0,0,True,1.37
,one-size,Floor Lamps,SHEIN,92.3,0,0,True,65.5
Silver,one-size,Women Sexy Lingerie Accessories,SHEIN,2.7,0,0,True,2.2
Dark Green,one-size,Plant Cages & Supports,SHEIN,1.4,0,0,True,1.3
Khaki,one-size,Women Hat set,SHEIN,9.2,0,0,True,7.6
Multicolor,one-size,Sports Bottle,Unbeatablesale,24.02,0,0,True,24.02
,one-size,Smart Watches,SHEIN,51.5,0,0,True,48.57
Beige,40*60,Cushion Cover,Jepeak,36.4,0,0,True,26.2
White,1y,Garment Decoration Excipients,SHEIN,3.1,0,0,True,3.0
Red,one-size,Skateboard Grip Tape,Unbeatablesale,70.56,0,0,True,70.56
White,one-size,Wireless Earbuds,Disney,18.8,0,0,True,18.8
Navy Blue,one-size,Chair Covers,SHEIN,11.0,0,0,True,11.0
Black and White,36pcs,Cereal Containers,SHEIN,63.0,0,0,True,45.6
Black,one-size,Men Crossbody Bags,SHEIN,3.2,0,0,True,2.9
,one-size,Women Anklets,SHEIN,5.1,0,0,True,5.1
Grey,50*50,Cushion Cover,Jepeak,22.6,0,0,True,16.3
Pink+Blue,36pcs,Other Party Favors,SHEIN,9.9,0,0,True,8.42
White,Pumpkin Mold,Baking & Pastry Utensils,SHEIN,3.6,0,0,True,3.5
Yellow Gold,one-size,Women Jewelry Sets,SHEIN,2.3,0,0,True,2.3
Teal Blue,40*60,Cushion Cover,Jepeak,36.4,0,0,True,26.2
Blue,one-size,Hair Clips,SHEIN,1.8,0,0,True,1.7
Silver,one-size,Vases,SHEIN,204.73,0,0,True,142.18
Multicolor,one-size,Crystal Soil,SHEIN,23.5,0,0,True,22.7
,one-size,Kids Watches,SHEIN,2.4,0,0,True,2.0
Black,one-size,Vases,SHEIN,215.44,0,0,True,149.61
Hot Pink,one-size,Make Up Bags,SHEIN,5.1,0,0,True,4.8
Black,one-size,Basketball Accessories,SHEIN,18.2,0,0,True,16.0
Dark Grey(3 Seater),one-size,Sofas & Couches,SHEIN,723.0,0,0,True,513.3
,one-size,Smart Watches,SHEIN,41.7,0,0,True,39.31
Red,one-size,Other Party Accessories,Unbeatablesale,48.25,0,0,True,48.25
Multicolor,one-size,Beads,SHEIN,1.1,0,0,True,1.1
Black,3 Inch,Synthetic Extensions,SHEIN,2.1,0,0,True,1.9
,Mixed Color 1,Watchbands,SHEIN,5.8,0,0,True,5.07
Black,6 Inch,Synthetic Hair Bangs,SHEIN,5.3,0,0,True,3.66
Multicolor,Avengers,Gift Wrap Bags,Marvel,6.0,0,0,True,5.1
Burgundy,12 Inch,Synthetic Woven Wigs,SHEIN,12.3,0,0,True,10.7
Red and White,One Size Fits All/1500pcs,Party Backdrops,SHEIN,2.3,0,0,True,1.96
Multicolor,one-size,Putty Knives,Unbeatablesale,17.74,0,0,True,17.74
Multicolor,one-size,"Statue, Maquette & Bust Action Figures",Nickelodeon,3.4,0,0,True,3.4
Multicolor,A7,Recording Headphone & In-Ear Audio Monitors,SHEIN,7.9,0,0,True,7.9
Beige,one-size,Women Crossbody,SHEIN,5.5,0,0,True,5.2
Multicolor,39-42,Men Ankle Socks,SHEIN,12.2,0,0,True,8.05
Multicolor,one-size,Door Handles & Locks,Unbeatablesale,29.04,0,0,True,29.04
Wood Color,one-size,Paint By Number Pens & Brushes,SHEIN,4.2,0,0,True,4.0
Khaki,Khaki,Kids Crossbody Bags,SHEIN,5.0,0,0,True,4.2
Grey,one-size,Women Tote Bags,SHEIN,13.4,0,0,True,12.5
Orange,24 inch,Synthetic Woven Wigs,SHEIN,16.0,0,0,True,14.0
Brown,one-size,Wooden Crafts,SHEIN,2.0,0,0,True,1.97
Beige,one-size,Women Hat set,SHEIN,9.8,0,0,True,8.0
White,one-size,Cycling Ice Sleeves,SHEIN,2.5,0,0,True,2.2
Multicolor,one-size,Archery Sights & Optics,Unbeatablesale,86.54,0,0,True,86.54
,Women,Women Watch Sets,SHEIN,30.0,0,0,True,21.0
